,index,film,budget_processed,genre_1,original_language,popularity,release_date,runtime,revenue
313,313,Don's Plum,18000000.0,Drama,en,5.339888,2/10/01,89.0,6297.0
314,314,Cars 3,175000000,Family,en,19.148182,6/15/17,109.0,350170057.0
315,315,Changeling,55000000,Crime,en,11.672394,1/30/08,141.0,113020255.0
316,316,The Pirates! In an Adventure with Scientists!,60000000,Animation,en,10.271517,3/12/12,88.0,118338361.0
317,317,Elysium,115000000,Science Fiction,en,15.232738,8/7/13,109.0,286140700.0
318,318,Death Note,20000000,Fantasy,ja,9.570657,6/17/06,126.0,27793200.0
319,319,Witness,12000000,Crime,en,10.312017,2/8/85,113.0,68706993.0
320,320,Defence of the Realm,18000000.0,Action,en,1.506457,9/6/86,96.0,750000.0
321,321,Mirror Mirror,85000000,Adventure,en,14.170183,3/15/12,106.0,183018522.0
322,322,The Revenant,135000000,Western,en,23.501228,12/25/15,156.0,532950503.0
323,323,Payback,90000000,Drama,en,9.112008,2/5/99,100.0,161626121.0
324,324,Nadine,12000000,Action,en,7.569698,8/7/87,83.0,5669831.0
325,325,Doctor Dolittle,71000000,Comedy,en,9.439079,6/22/98,85.0,294456605.0
326,326,The First Wives Club,26000000,Comedy,en,10.177303,9/20/96,102.0,116400000.0
327,327,Colombiana,40000000,Action,en,8.062578,7/27/11,108.0,60965854.0
328,328,Country Strong,15000000,Drama,en,4.582024,12/22/10,117.0,20529194.0
329,329,Happy Feet,100000000,Animation,en,15.088318,11/16/06,108.0,384335608.0
330,330,Paradise,18000000.0,Romance,en,1.895489,3/25/82,100.0,5588800.0
331,331,Bodyguards and Assassins,23000000,Drama,cn,10.861339,12/18/09,139.0,5837674.0
332,332,Meet Bill,5000000,Comedy,en,6.226054,9/7/07,97.0,346592.0
333,333,Twelve O'Clock High,18000000.0,War,en,2.870026,12/21/49,132.0,3225000.0
334,334,Saamy,1,Action,ta,0.43849,5/5/03,140.0,3.0
335,335,Million Dollar Arm,25000000,Drama,en,9.453942,5/9/14,124.0,38307627.0
336,336,Now You See Me,75000000,Thriller,en,17.852022,5/29/13,115.0,117698894.0
337,337,Ghost,18000000.0,Mystery,ja,0.215013,11/13/10,116.0,9833553.0
338,338,Goal!: The Dream Begins,30000000,Drama,en,9.783762,6/6/05,118.0,27610873.0
339,339,The Molly Maguires,11000000,Drama,en,2.27258,1/27/70,124.0,2200000.0
340,340,What We Did on Our Holiday,18000000.0,Comedy,en,11.576578,9/26/14,95.0,1289998.0
341,341,Kiss the Girls,27000000,Drama,en,12.235391,10/3/97,115.0,60527873.0
342,342,The Mostly Unfabulous Social Life of Ethan Green,18000000.0,Comedy,en,0.767631,4/29/05,88.0,152810.0
343,343,Attack Force Z,18000000.0,War,en,1.021685,6/10/82,93.0,88000.0
344,344,Jack Ryan: Shadow Recruit,60000000,Action,en,11.234862,1/15/14,105.0,50549107.0
345,345,Arthur 2: On the Rocks,18000000.0,Comedy,en,3.611453,7/8/88,113.0,14681192.0
346,346,Collateral Beauty,36000000,Drama,en,14.575883,12/6/16,97.0,87416021.0
347,347,The Wind in the Willows,12,Fantasy,en,1.410322,10/16/96,84.0,1.0
348,348,Nausicaä of the Valley of the Wind,1000000,Adventure,ja,11.267366,3/11/84,117.0,3301446.0
349,349,Born into Brothels,350000,Documentary,en,2.96237,12/8/04,85.0,3515061.0
350,350,Deepwater Horizon,110000000,Drama,en,13.1984,9/29/16,107.0,121790373.0
351,351,Diamonds Are Forever,7200000,Adventure,en,12.00491,12/13/71,120.0,116019547.0
352,352,The Wild Life,18000000.0,Comedy,en,7.093984,9/28/84,96.0,9500000.0
353,353,The Wash,7000000,Action,en,2.483032,11/16/01,93.0,10229331.0
354,354,Punisher: War Zone,20500000,Action,en,8.333526,12/5/08,102.0,10089373.0
355,355,Chasing Trane,18000000.0,Documentary,en,0.519968,4/14/17,99.0,393970.0
356,356,Sahara,130000000,Action,en,8.946243,4/6/05,124.0,119269486.0
357,357,The Lion King,45000000,Family,en,21.605761,6/23/94,89.0,788241776.0
358,358,Soldier,75000000,Action,en,7.970031,10/23/98,99.0,14567883.0
359,359,The Lovely Bones,65000000,Fantasy,en,12.738789,12/26/09,136.0,93525586.0
360,360,The Eagle Huntress,18000000.0,Family,en,1.43679,11/2/16,87.0,3162153.0
361,361,Singam,2200000,Action,ta,1.132835,5/28/10,154.0,9700000.0
362,362,The Dawns Here Are Quiet,3300000,Drama,ru,4.445867,4/30/15,120.0,5249225.0
363,363,Rust and Bone,15400000,Drama,fr,8.400049,5/17/12,123.0,25762027.0
364,364,The Insider,90000000,Drama,en,11.3569,10/28/99,157.0,60289912.0
365,365,Primer,7000,Science Fiction,en,7.15307,10/8/04,77.0,424760.0
366,366,Heaven is for Real,12000000,Drama,en,7.88371,4/16/14,99.0,101332962.0
367,367,Asterix & Obelix Take on Caesar,18000000.0,Family,fr,8.150265,2/1/99,109.0,1644060.0
368,368,Maggie's Plan,18000000.0,Drama,en,6.068689,4/27/16,98.0,3351735.0
369,369,The Lazarus Effect,3300000,Thriller,en,5.840554,1/29/15,83.0,64110728.0
370,370,High Hopes,18000000.0,Comedy,en,1.369216,9/1/88,112.0,1192322.0
371,371,Thank You,13100000,Drama,hi,1.417392,4/8/11,140.0,4100000.0
372,372,Behind Enemy Lines,40000000,Action,en,11.185625,11/17/01,106.0,91753202.0
373,373,After Hours,4500000,Comedy,en,6.583161,9/13/85,97.0,10609321.0
374,374,Kingdom of the Spiders,500000,Horror,en,2.884359,8/24/77,97.0,17000000.0
375,375,Outland,16000000,Science Fiction,en,6.918821,5/22/81,112.0,17374595.0
376,376,The Rugrats Movie,30000000,Animation,en,5.154373,11/20/98,79.0,100491683.0
377,377,Miller's Crossing,14000000,Drama,en,7.495853,9/21/90,115.0,5080409.0
378,378,Valiant,35000000,Animation,en,11.836827,3/25/05,76.0,19478106.0
379,379,Born to Be Blue,18000000.0,Drama,en,4.470369,9/13/15,97.0,830129.0
380,380,Blood Diamond,100000000,Drama,en,12.477872,12/7/06,143.0,170877916.0
381,381,Two Brothers,74500000,Adventure,en,5.300303,4/7/04,109.0,62172050.0
382,382,Red Rock West,8000000,Crime,en,5.137903,7/8/93,98.0,2000000.0
383,383,Anna Karenina,18000000.0,Drama,en,8.543311,9/6/12,130.0,68929150.0
384,384,Any Given Sunday,55000000,Drama,en,10.571434,12/16/99,163.0,100230832.0
385,385,Mr. Bean's Holiday,25000000,Family,en,10.19853,3/22/07,90.0,229736344.0
386,386,The Dry Land,18000000.0,Drama,en,0.118135,7/30/10,92.0,12000.0
387,387,At Play in the Fields of the Lord,36000000,Drama,en,2.151436,12/6/91,189.0,1345903.0
388,388,Setup,20000000,Action,en,4.850968,11/4/11,85.0,2128186.0
389,389,Anger Management,75000000,Comedy,en,9.409379,4/11/03,106.0,195745823.0
390,390,The Worst Christmas of My Life,6843500,Comedy,it,3.800073,12/22/12,0.0,10703234.0
391,391,The Spacewalker,7075038,Adventure,ru,10.181,4/12/17,140.0,9868942.0
392,392,Moka,18000000.0,Drama,fr,2.404466,8/17/16,89.0,126463.0
393,393,Jingle All the Way,60000000,Family,en,7.898202,11/15/96,89.0,129832389.0
394,394,The Cannonball Run,18000000,Comedy,en,6.693055,6/19/81,95.0,72179579.0
395,395,The Great Buck Howard,18000000.0,Comedy,en,7.957389,1/18/08,87.0,900689.0
396,396,Kevin Hart: Let Me Explain,18000000.0,Comedy,en,11.110533,7/3/13,74.0,32230907.0
397,397,Communion,18000000.0,Drama,en,2.628306,11/10/89,103.0,1919653.0
398,398,The Last of the Mohicans,40000000,Action,en,15.228794,9/25/92,112.0,75505856.0
399,399,Serial Mom,13000000,Comedy,en,5.305311,4/13/94,95.0,7820688.0
400,400,Must Love Dogs,30000000,Romance,en,9.378926,7/21/05,98.0,58405313.0
401,401,The Legend of Bhagat Singh,3000000,Drama,hi,0.904409,6/7/02,155.0,6000000.0
402,402,Before I Disappear,18000000.0,Drama,en,3.402261,10/11/14,100.0,8251.0
403,403,The Package,18000000.0,Action,en,2.469772,2/9/13,93.0,1469.0
404,404,DeepStar Six,18000000.0,Action,en,3.842769,1/13/89,105.0,8143225.0
405,405,I Know What You Did Last Summer,17000000,Horror,en,7.417157,10/17/97,100.0,125586134.0
406,406,Cool World,30000000,Animation,en,11.781895,7/10/92,102.0,14110589.0
407,407,U Turn,19000000,Thriller,en,7.923639,10/3/97,125.0,6682098.0
408,408,Bill & Ted's Excellent Adventure,10000000,Adventure,en,15.109261,2/17/89,90.0,40485039.0
409,409,This Boy’s Life,18000000.0,Drama,en,9.665142,4/9/93,115.0,4104962.0
410,410,Aliens,18500000,Horror,en,21.761179,7/18/86,137.0,183316455.0
411,411,Seabiscuit,87000000,Drama,en,7.851669,7/22/03,141.0,148336445.0
412,412,Safe Haven,28000000,Romance,en,7.598422,2/7/13,115.0,97594140.0
413,413,Happy Family,800000,Comedy,nl,0.170979,12/14/06,83.0,966214.0
414,414,The Dictator,65000000,Comedy,en,7.446085,5/15/12,83.0,179379533.0
415,415,The General's Daughter,60000000,Crime,en,14.039655,6/18/99,116.0,149705852.0
416,416,Departures,18000000.0,Drama,ja,8.175019,9/13/08,130.0,69932387.0
417,417,Cut and Run,18000000.0,Adventure,en,11.258125,8/8/85,90.0,373530.0
418,418,Thirteen,2000000,Crime,en,14.379879,8/20/03,100.0,4601043.0
419,419,"Dear Guest, When Will You Leave?",3750000,Comedy,hi,0.597058,2/26/10,155.0,5000000.0
420,420,Midnight in Paris,30000000,Fantasy,en,11.43256,5/11/11,94.0,151119219.0
421,421,Poltergeist II: The Other Side,19000000,Horror,en,6.701138,5/23/86,91.0,40996665.0
422,422,Black Dynamite,2900000,Action,en,10.92143,10/16/09,90.0,296557.0
423,423,The Raven,26000000,Crime,en,7.254242,3/9/12,111.0,29657751.0
424,424,How About You...,9000000,Comedy,en,1.139949,11/16/07,100.0,706000.0
425,425,Holy Motors,18000000.0,Drama,en,7.34241,7/2/12,115.0,641100.0
426,426,Daddy Day Camp,6000000,Comedy,en,5.414213,8/8/07,89.0,18197398.0
427,427,Pagafantas,18000000.0,Comedy,es,0.82522,7/2/09,84.0,2012927.0
428,428,The Last Wave,810000,Drama,en,3.099222,1/1/77,106.0,1258000.0
429,429,The Prestige,40000000,Drama,en,16.94556,10/19/06,130.0,109676311.0
430,430,Everybody Wants Some!!,10000000,Comedy,en,6.737797,3/30/16,116.0,3400278.0
431,431,The Butterfly Effect,13000000,Science Fiction,en,12.994939,1/22/04,113.0,96060858.0
432,432,The Weight of Water,16000000,Crime,en,2.488424,9/25/00,113.0,109130.0
433,433,The Mexican,57000000,Action,en,9.958406,3/1/01,123.0,147845033.0
434,434,The Astronaut Farmer,13000000,Adventure,en,6.862146,10/15/06,104.0,11130889.0
435,435,White Water Summer,18000000.0,Family,en,7.74579,7/10/87,90.0,300859.0
436,436,The Better Angels,18000000.0,Drama,en,9.266214,1/18/14,95.0,70918.0
437,437,Johnny English,40000000,Adventure,en,8.739991,4/6/03,88.0,160583018.0
438,438,Bull Durham,7000000,Comedy,en,6.924072,6/15/88,108.0,50888000.0
439,439,Aquarius,762241,Drama,pt,4.860265,9/1/16,140.0,285930.0
440,440,300: Rise of an Empire,110000000,Action,en,12.904677,3/5/14,102.0,337580051.0
441,441,Remember,18000000.0,Drama,en,10.200553,10/23/15,94.0,1986615.0
442,442,"Fast, Cheap & Out of Control",18000000.0,Documentary,en,2.117703,10/3/97,83.0,832735.0
443,443,The Mean Season,18000000.0,Mystery,en,6.473842,2/15/85,103.0,4300000.0
444,444,From the Land of the Moon,10300000,Drama,fr,6.165491,10/19/16,120.0,47748.0
445,445,Tapeheads,18000000.0,Comedy,en,1.693701,10/21/88,93.0,343786.0
446,446,Universal Soldier: Regeneration,14000000,Adventure,en,8.226,10/1/09,97.0,875386.0
447,447,Babe,30000000,Fantasy,en,14.404764,7/18/95,89.0,254134910.0
448,448,Air Force One,85000000,Action,en,12.173291,7/25/97,124.0,315156409.0
449,449,A Sound of Thunder,80000000,Thriller,en,4.980191,5/15/05,110.0,5989640.0
450,450,Chasing Liberty,23000000,Comedy,en,5.950792,1/9/04,111.0,12.0
451,451,Exposed,18000000.0,Drama,en,6.402939,1/22/16,102.0,1787926.0
452,452,The Song,18000000.0,Music,en,1.69425,9/26/14,116.0,1009620.0
453,453,Hellraiser III: Hell on Earth,5000000,Horror,en,6.546551,9/11/92,93.0,12534961.0
454,454,Sweet Hearts Dance,18000000.0,Comedy,en,0.656215,9/23/88,101.0,3790493.0
455,455,Shrooms,18000000.0,Horror,en,9.128571,8/16/07,84.0,4910682.0
456,456,Rebecca,1288000,Drama,en,8.590813,4/12/40,130.0,6000000.0
457,457,Swoon,250000,Drama,en,0.003013,9/11/92,82.0,340147.0
458,458,My Big Fat Greek Wedding 2,18000000,Romance,en,6.344961,3/23/16,94.0,88923251.0
459,459,Desperado,7000000,Thriller,en,6.950458,8/25/95,104.0,25405445.0
460,460,The Assault,18000000.0,History,nl,1.899468,2/6/86,124.0,203781.0
461,461,The Game Plan,22000000,Comedy,en,9.627676,9/28/07,110.0,147880543.0
462,462,Contact,90000000,Drama,en,14.374866,7/11/97,150.0,171120329.0
463,463,Parenthood,18000000.0,Comedy,en,8.09806,7/31/89,124.0,126297830.0
464,464,Spaced Invaders,3000000,Comedy,en,2.428279,4/27/90,100.0,15369573.0
465,465,Suspect,18000000.0,Crime,en,10.638289,10/23/87,121.0,18782400.0
466,466,Rocky III,17000000,Drama,en,11.673366,5/28/82,99.0,270000000.0
467,467,Sydney White,16500000,Comedy,en,6.463883,9/21/07,108.0,13620075.0
468,468,Adore,16000000,Drama,en,12.260159,4/3/13,100.0,318982.0
469,469,"The Karate Kid, Part II",113,Adventure,en,9.231318,6/18/86,113.0,115103979.0
470,470,"The Book of Mormon Movie, Volume 1: The Journey",2000000,,en,0.079856,9/12/03,120.0,1672730.0
471,471,The Hangover,35000000,Comedy,en,23.947351,6/5/09,100.0,459270619.0
472,472,Sleeping with the Enemy,19000000,Drama,en,8.560694,2/8/91,99.0,174999005.0
473,473,All The Queen's Men,15000000,Action,en,1.652275,10/14/01,99.0,23000.0
474,474,Space Dogs,25000000,Family,ru,4.037707,3/18/10,85.0,6500000.0
475,475,Morgana,18000000.0,Horror,es,0.368092,8/3/12,120.0,1612100.0
476,476,Article 99,18000000,Comedy,en,2.471038,3/13/92,100.0,6375979.0
477,477,The Meddler,3200000,Comedy,en,5.510288,4/5/16,100.0,4267218.0
478,478,The Marine,20000000,Action,en,6.679168,10/13/06,92.0,22165608.0
479,479,Heart and Souls,18000000.0,Fantasy,en,8.450231,8/13/93,104.0,16589540.0
480,480,Red Garters,18000000.0,Western,en,0.182717,2/9/54,91.0,1300000.0
481,481,Chandni Chowk To China,10500000,Action,hi,1.970481,1/16/09,149.0,9400000.0
482,482,Riding in Cars with Boys,48000000,Comedy,en,4.556123,10/19/01,132.0,35743308.0
483,483,Stonewall,13500000,Drama,en,3.531089,9/18/15,129.0,187674.0
484,484,My Boyfriend's Back,18000000.0,Comedy,en,2.183504,8/6/93,85.0,3335984.0
485,485,The Conspirator,25000000,Crime,en,5.481452,9/10/10,122.0,15478800.0
486,486,The Horse Whisperer,60000000,Drama,en,7.685548,5/14/98,170.0,186883563.0
487,487,Nikitich and The Dragon,4500000,Adventure,ru,1.833185,3/16/06,65.0,3468423.0
488,488,The Purge: Anarchy,9000000,Horror,en,27.756026,7/17/14,104.0,108782847.0
489,489,Poison,250000,Drama,en,1.924535,4/5/91,85.0,609524.0
490,490,Mary and Max,590235,Animation,en,8.888393,2/9/09,92.0,1725381.0
491,491,Lions for Lambs,35000000,Action,en,5.80986,10/22/07,92.0,63215872.0
492,492,Deadfall,12000000,Crime,en,8.435294,11/8/12,95.0,66351.0
493,493,St. Elmo's Fire,18000000.0,Drama,en,9.116245,6/20/85,110.0,37803872.0
494,494,Stolen,2000000,Crime,en,2.300459,10/10/09,97.0,7306.0
495,495,Most Wanted,25000000,Action,en,10.323838,10/10/97,99.0,11838218.0
496,496,Phoenix Forgotten,2800000,Horror,en,12.560942,4/21/17,80.0,3600000.0
497,497,Passenger 57,15000000,Action,en,18.451321,11/5/92,84.0,44065653.0
498,498,Lake of Fire,18000000.0,Documentary,en,0.91505,9/9/06,152.0,25.0
499,499,Hotel Transylvania 2,80000000,Animation,en,11.760218,9/21/15,89.0,473226958.0
500,500,Army of Shadows,18000000.0,War,fr,7.872569,9/10/69,145.0,741766.0
501,501,Elizabethtown,57000000,Comedy,en,11.82081,10/6/05,123.0,52034889.0
502,502,Good Kill,18000000.0,Action,en,8.35399,4/9/15,104.0,316472.0
503,503,Clockers,25000000,Mystery,en,4.558992,9/15/95,128.0,13071518.0
504,504,Gunfight at the O.K. Corral,18000000.0,Western,en,10.460298,5/30/57,122.0,11750000.0
505,505,Special Forces,10000000,Action,fr,5.3584,11/2/11,109.0,10759.0
506,506,What Just Happened,25000000,Comedy,en,10.510245,10/17/08,104.0,6673422.0
507,507,U.S. Marshals,60000000,Thriller,en,8.462364,3/6/98,131.0,102367405.0
508,508,Pi,60000,Mystery,en,10.621362,7/10/98,84.0,3221152.0
509,509,The Pyramid,6500000,Horror,en,9.312354,12/4/14,89.0,13865435.0
510,510,On the Waterfront,910000,Crime,en,18.211093,6/22/54,108.0,9600000.0
511,511,A Dog's Purpose,22000000,Comedy,en,9.863789,1/19/17,100.0,194647323.0
512,512,From Prada to Nada,93,Comedy,en,11.096527,1/28/11,107.0,2500000.0
513,513,Timecop,27000000,Thriller,en,8.907074,9/15/94,99.0,101646581.0
514,514,High Strung,18000000.0,Drama,en,6.625607,4/8/16,96.0,53447.0
515,515,Stir of Echoes,12000000,Horror,en,5.875606,9/10/99,99.0,21133087.0
516,516,Alaipayuthey,2000000,Romance,ta,0.570021,4/14/00,156.0,6000000.0
517,517,The Theory of Everything,15000000,Drama,en,11.85302,11/26/14,123.0,123726688.0
518,518,Wonder Woman,149000000,Action,en,294.337037,5/30/17,141.0,820580447.0
519,519,The Master,32000000,Drama,en,8.074218,9/7/12,137.0,28258060.0
520,520,Antitrust,30000000,Action,en,8.142166,1/12/01,108.0,18195610.0
521,521,Glen Campbell: I'll Be Me,18000000.0,Documentary,en,1.380258,4/24/14,116.0,365522.0
522,522,Big Eyes,10000000,Drama,en,7.412826,12/24/14,105.0,28883511.0
523,523,The Ten Commandments,13000000,Drama,en,11.14704,10/5/56,220.0,122700000.0
524,524,Anniyan,18000000.0,Action,ta,1.532894,6/17/05,181.0,8500000.0
525,525,A Lonely Place to Die,4000000,Adventure,en,6.780752,4/9/11,99.0,25345000.0
526,526,Monte Carlo,20000000,Adventure,en,8.34835,7/1/11,109.0,17425000.0
527,527,The Love Guru,62000000,Comedy,en,6.258666,6/20/08,87.0,41819064.0
528,528,Duplicity,78146652,Romance,en,9.097953,3/19/09,125.0,60000000.0
529,529,Just My Luck,28000000,Comedy,en,6.053567,5/12/06,103.0,38159905.0
530,530,The Robe,4100000,Drama,en,3.826281,9/16/53,135.0,36000000.0
531,531,Supersonic,18000000.0,Documentary,en,6.316596,10/2/16,117.0,226286.0
532,532,SpaceCamp,18000000,Family,en,6.41742,6/6/86,107.0,9697739.0
533,533,Predators,40000000,Action,en,9.034929,7/3/10,107.0,126248813.0
534,534,December Boys,4000000,Drama,en,4.661689,9/20/07,105.0,46474.0
535,535,Miracle at St. Anna,45000000,Drama,en,11.221186,9/15/08,160.0,9323833.0
536,536,Martin Lawrence Live: Runteldat,3000000,Comedy,en,0.527297,8/1/02,113.0,19184015.0
537,537,The Rock,75000000,Action,en,13.249824,6/6/96,136.0,335062621.0
538,538,Indiana Jones and the Last Crusade,48000000,Adventure,en,14.788987,5/24/89,127.0,474171806.0
539,539,The Greatest Movie Ever Sold,18000000.0,Comedy,en,4.39817,4/22/11,87.0,621951.0
540,540,Pan,150000000,Adventure,en,11.30428,9/24/15,111.0,128388320.0
541,541,Dazed and Confused,6900000,Comedy,en,6.8652,9/24/93,102.0,7993039.0
542,542,I Still Know What You Did Last Summer,65000000,Horror,en,11.023042,11/13/98,100.0,40002112.0
543,543,The Lord of the Rings: The Two Towers,79000000,Adventure,en,29.423537,12/18/02,179.0,926287400.0
544,544,Sweet Charity,8000000,Comedy,en,0.537378,1/1/69,149.0,20000000.0
545,545,Crossover,5800000,Action,en,0.906143,9/1/06,95.0,7000000.0
546,546,About Schmidt,30000000,Drama,en,11.066473,12/13/02,125.0,105834556.0
547,547,Tales from the Darkside: The Movie,3500000,Thriller,en,5.732016,5/3/90,93.0,16324573.0
548,548,Ouija: Origin of Evil,9000000,Horror,en,10.182974,10/20/16,99.0,81705746.0
549,549,49 Up,18000000.0,Documentary,en,0.769595,9/15/05,180.0,238073.0
550,550,Phone Booth,13000000,Thriller,en,9.142772,9/9/02,81.0,97837138.0
551,551,Chappie,49000000,Crime,en,30.206365,3/4/15,120.0,104399548.0
552,552,Gothika,40000000,Horror,en,10.939066,11/21/03,98.0,141591324.0
553,553,Mad Dog and Glory,18000000.0,Comedy,en,4.769347,3/5/93,96.0,11081586.0
554,554,Metropolis,14500000,Animation,ja,9.298092,5/26/01,108.0,95789342.0
555,555,Scarface,18000000.0,Action,en,4.854436,4/9/32,90.0,600000.0
556,556,Tracks,18000000.0,Adventure,en,0.239993,3/6/14,112.0,4878242.0
557,557,Baggage Claim,8500000,Comedy,en,5.590678,9/27/13,96.0,22456509.0
558,558,Eddie the Eagle,23000000,Comedy,en,7.528276,2/26/16,106.0,46152411.0
559,559,The Black Stallion,2700000,Adventure,en,10.246132,10/17/79,118.0,37799643.0
560,560,Look,18000000.0,Drama,en,1.282833,10/5/07,98.0,16136.0
561,561,Short Term 12,18000000.0,Drama,en,12.34835,8/23/13,96.0,1600000.0
562,562,50 First Dates,75000000,Comedy,en,11.134888,2/13/04,99.0,196482882.0
563,563,Burnt,20000000,Drama,en,8.066726,10/2/15,100.0,36606743.0
564,564,El pico 2,18000000.0,Drama,es,0.699668,11/9/84,120.0,930349.0
565,565,Bunny and the Bull,18000000.0,Comedy,en,3.939557,11/27/09,101.0,81010.0
566,566,The Alamo,12000000,Action,en,4.73816,10/23/60,167.0,7900000.0
567,567,One for the Money,40000000,Action,en,6.322435,1/26/12,91.0,36893721.0
568,568,Unforgettable,12000000,Drama,en,10.159713,4/20/17,100.0,17768012.0
569,569,The Manhattan Project,18000000,Science Fiction,en,4.29831,6/13/86,118.0,3900000.0
570,570,28 Days Later,5000000,Horror,en,17.656951,10/31/02,113.0,82719885.0
571,571,House of 1000 Corpses,7000000,Horror,en,11.00913,4/11/03,89.0,16829545.0
572,572,Edge of Darkness,80000000,Crime,en,9.554067,1/29/10,117.0,74901339.0
573,573,Kissing Jessica Stein,1000000,Comedy,en,3.374229,4/21/01,97.0,10013424.0
574,574,Bridget Jones's Baby,35000000,Comedy,en,10.754139,9/14/16,123.0,211952420.0
575,575,Hamlet,18000000.0,Drama,en,12.50303,12/19/90,130.0,20710451.0
576,576,Darkman,16000000,Action,en,8.899418,8/24/90,96.0,48878502.0
577,577,Sahara,18000000.0,Adventure,fr,8.665106,2/1/17,86.0,7800000.0
578,578,People Like Us,16000000,Drama,en,14.906621,6/29/12,114.0,12434778.0
579,579,Blood on the Moon,18000000.0,Action,en,1.033927,11/9/48,88.0,88.0
580,580,Haunted Honeymoon,18000000.0,Comedy,en,2.858879,7/25/86,82.0,8033397.0
581,581,"Men, Women & Children",18000000.0,Drama,en,6.785735,10/17/14,116.0,461162.0
582,582,I'm Not There.,20000000,Drama,en,9.351557,10/1/07,135.0,4001121.0
583,583,From Dusk Till Dawn,19000000,Horror,en,15.339153,1/19/96,108.0,25836616.0
584,584,Housekeeping,18000000.0,Comedy,en,0.773954,11/25/87,116.0,1083282.0
585,585,Dangal,10400000,Drama,hi,8.792104,12/23/16,161.0,310000000.0
