,film,budget,genres,original_language,popularity,production_companies,release_date,runtime,revenue
88,The Zookeeper's Wife,20000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,13.655178,"[{'name': 'Scion Films', 'id': 7419}, {'name': 'LD Entertainment', 'id': 10285}, {'name': 'Czech Anglo Productions', 'id': 20473}]",2017-03-31,126.0,13162475.0
89,Sommersby,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",en,4.359884,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}]",1993-02-05,109.0,140081992.0
90,Kill Bill: Vol. 1,30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",en,25.261865,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'A Band Apart', 'id': 59}, {'name': 'Super Cool ManChu', 'id': 39121}]",2003-10-10,111.0,180949000.0
91,His Secret Life,0.0,"[{'id': 18, 'name': 'Drama'}]",it,3.83196,"[{'name': 'R%26C Produzioni', 'id': 4235}, {'name': 'Les Films Balenciaga', 'id': 4236}]",2001-03-16,106.0,215339.0
92,The Horseman on the Roof,35000000.0,"[{'id': 10752, 'name': 'War'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,1.690768,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Hachette Première', 'id': 582}, {'name': 'Canal+', 'id': 5358}]",1995-09-20,135.0,15000000.0
93,Hunger,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,14.322814,"[{'name': 'Blast! Films', 'id': 2600}]",2008-05-15,96.0,2724474.0
94,Mulholland Drive,15000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",en,18.184056,"[{'name': 'Asymmetrical Productions', 'id': 373}, {'name': 'Les Films Alain Sarde', 'id': 635}, {'name': 'Babbo Inc.', 'id': 636}, {'name': 'The Picture Factory', 'id': 637}, {'name': 'Canal+', 'id': 5358}]",2001-05-16,147.0,20117339.0
95,And Here's What's Happening to Me,0.0,"[{'id': 18, 'name': 'Drama'}]",ru,0.181963,"[{'name': 'Yellow, Black & White', 'id': 42877}]",2012-12-09,72.0,14353.0
96,Sleepless Night,2500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",fr,2.942355,"[{'name': 'Procirep', 'id': 311}, {'name': 'Canal+', 'id': 5358}, {'name': 'Film Fund Luxembourg', 'id': 11776}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Media Programme of the European Community', 'id': 21972}, {'name': 'Ciné+', 'id': 23616}]",2011-11-14,98.0,3358.0
97,Target,0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",ru,1.042112,"[{'name': 'Ren Film', 'id': 19802}]",2011-06-26,158.0,73000.0
98,"Tad, the Lost Explorer",10500000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",es,11.003515,"[{'name': 'Studio Canal', 'id': 5870}]",2012-08-31,90.0,23000000.0
99,Colors,6000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,5.529808,"[{'name': 'Orion Pictures', 'id': 41}]",1988-04-15,120.0,46616067.0
100,Dark Angel,7000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",en,7.958502,"[{'name': 'Epic Productions', 'id': 1988}, {'name': 'Vision International', 'id': 3603}, {'name': 'Vision PDG', 'id': 4109}, {'name': 'Trans World Entertainment (TWE)', 'id': 17915}]",1990-01-26,91.0,9229401.0
101,A Beautiful Mind,60000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,11.93646,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Universal Pictures', 'id': 33}]",2001-12-11,135.0,313542341.0
102,Going by the Book,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]",ko,1.066558,"[{'name': 'Barunson Film Division', 'id': 4399}, {'name': 'Film It Suda', 'id': 5659}, {'name': 'Sio Film and Bravo Entertainment', 'id': 21188}]",2007-08-18,102.0,14961069.0
103,Won't Back Down,0.0,"[{'id': 18, 'name': 'Drama'}]",en,2.401289,"[{'name': 'Gran Via Productions', 'id': 2605}, {'name': 'Walden Media', 'id': 10221}, {'name': 'Lemodeln Model & Talent Agency', 'id': 59391}]",2012-09-28,121.0,5310554.0
104,Recep İvedik 4,0.0,"[{'id': 35, 'name': 'Comedy'}]",tr,1.590383,"[{'name': 'Çamaşırhane', 'id': 23745}, {'name': 'Kinostar', 'id': 23746}, {'name': 'Tiglon', 'id': 23747}, {'name': 'Emrah Gamsızoğlu', 'id': 23748}]",2014-02-20,117.0,149521495.0
105,Belle,10900000.0,"[{'id': 18, 'name': 'Drama'}]",en,13.454169,"[{'name': 'Isle of Man Film', 'id': 2268}, {'name': 'DJ Films', 'id': 5654}, {'name': 'British Film Institute (BFI)', 'id': 7281}, {'name': 'Pinewood Studios', 'id': 19404}, {'name': 'Metrol Technology', 'id': 25954}]",2013-09-08,105.0,16505460.0
106,Extraordinary Measures,31000000.0,"[{'id': 18, 'name': 'Drama'}]",en,6.523155,"[{'name': 'Double Feature Films', 'id': 215}, {'name': 'CBS Films', 'id': 5490}]",2010-01-21,105.0,15134293.0
107,Braveheart,72000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",en,20.755149,"[{'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'The Ladd Company', 'id': 7965}, {'name': 'B.H. Finance C.V.', 'id': 11353}]",1995-05-24,177.0,210000000.0
108,An Ideal Husband,14000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,3.873796,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Pyramide Productions', 'id': 186}]",1999-04-15,97.0,18535191.0
109,Hawaii,15000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",en,3.210693,"[{'name': 'The Mirisch Corporation', 'id': 219}]",2066-10-10,189.0,34562222.0
110,Bandits,75000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",en,13.136791,"[{'name': 'Cheyenne Enterprises', 'id': 890}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Empire Pictures', 'id': 1212}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Hyde Park Entertainment', 'id': 13816}, {'name': 'Baltimore Spring Creek Productions', 'id': 16061}, {'name': 'Lotus Pictures', 'id': 52944}]",2001-10-12,123.0,67631903.0
111,Little Black Book,35000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,5.093704,"[{'name': 'Revolution Studios', 'id': 497}, {'name': 'Blue Star Pictures', 'id': 2779}]",2004-08-06,111.0,22034832.0
112,In the Heart of the Sea,100000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",en,11.696923,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Spring Creek Productions', 'id': 705}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Roth Films', 'id': 16314}, {'name': 'K. JAM Media', 'id': 17888}, {'name': 'Cott Productions', 'id': 24175}, {'name': 'Surf Film', 'id': 34401}, {'name': 'Enelmar Productions, A.I.E.', 'id': 63571}]",2015-11-20,122.0,93820758.0
113,Biloxi Blues,20000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,4.619593,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Rastar Pictures', 'id': 2070}]",1988-03-25,106.0,51684798.0
114,The Lord of the Rings: The Fellowship of the Ring,93000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",en,32.070725,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'The Saul Zaentz Company', 'id': 5237}]",2001-12-18,178.0,871368364.0
115,Undercover Brother,25000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",en,5.00725,"[{'name': 'Universal Pictures', 'id': 33}]",2002-05-31,86.0,41604473.0
116,Back to 1942,0.0,"[{'id': 18, 'name': 'Drama'}]",zh,1.678013,"[{'name': 'Emperor Motion Pictures', 'id': 2726}, {'name': 'Media Asia Films', 'id': 5552}, {'name': 'Sil-Metropole Organisation Ltd.', 'id': 35050}, {'name': 'Huayi Brothers Media', 'id': 39649}, {'name': 'China Film Co.', 'id': 40890}, {'name': 'Chongoing Film Group', 'id': 78132}, {'name': 'Bon Voyage Film Studio', 'id': 78134}, {'name': 'Shanghai Media Group', 'id': 78135}, {'name': 'Zhejiang Films & TV(Group) Company Ltd.', 'id': 78136}, {'name': 'Hunan Broadcasting System', 'id': 78137}, {'name': 'Anhui Broadcasting Corp.', 'id': 78138}, {'name': 'Beijing TV Station', 'id': 78139}]",2012-11-01,145.0,311.0
117,Wild Hogs,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",en,11.356011,"[{'name': 'Wild Hogs Productions', 'id': 6354}, {'name': 'Touchstone Pictures', 'id': 9195}]",2007-03-02,100.0,253625427.0
118,Boxing Helena,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,4.304224,"[{'name': 'Mainline Pictures', 'id': 70969}]",1993-06-18,107.0,1796389.0
119,Mr. Nice Guy,12716953.0,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",cn,6.183021,"[{'name': 'Golden Harvest Company', 'id': 2521}]",1997-01-31,113.0,18814720.0
120,Rush Hour 2,90000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,8.345985,"[{'name': 'New Line Cinema', 'id': 12}]",2001-08-03,90.0,347325802.0
121,Tarzan,150000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,12.453452,"[{'name': 'Walt Disney Pictures', 'id': 2}]",1999-06-18,88.0,448000000.0
122,Loose Cannons,1500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,1.961208,"[{'name': 'TriStar Pictures', 'id': 559}]",1990-02-09,94.0,5585154.0
123,Romeo Must Die,25000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,8.369176,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]",2000-03-20,115.0,91036760.0
124,(500) Days of Summer,7500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,16.376657,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Watermark', 'id': 4364}, {'name': 'Dune Entertainment III', 'id': 6332}]",2009-07-17,95.0,60722734.0
125,The Children of Huang Shi,40000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",zh,14.622493,"[{'name': 'Australian Film Finance Corporation', 'id': 1380}, {'name': 'Zero Fiction Film', 'id': 9206}, {'name': 'Ming Productions', 'id': 74695}, {'name': 'Bluewater Pictures', 'id': 78322}, {'name': 'Cheerland Entertainment Organization', 'id': 86061}]",2008-07-03,125.0,7400000.0
126,Corvette Summer,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",en,5.695908,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1978-06-02,105.0,15500000.0
127,The Gift,10000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",en,7.886926,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Alphaville Films', 'id': 11462}]",2000-12-22,111.0,12008642.0
128,The Fog,18000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,9.929809,"[{'name': 'Revolution Studios', 'id': 497}, {'name': 'Debra Hill Productions', 'id': 498}]",2005-10-14,100.0,46201432.0
129,Get on the Bus,2400000.0,"[{'id': 18, 'name': 'Drama'}]",en,5.230661,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': '40 Acres & A Mule Filmworks', 'id': 4319}]",1996-10-16,120.0,5731103.0
130,Alan Partridge: Alpha Papa,4000000.0,"[{'id': 35, 'name': 'Comedy'}]",en,10.130541,"[{'name': 'BBC Films', 'id': 288}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Baby Cow Productions', 'id': 1219}, {'name': 'British Film Institute (BFI)', 'id': 7281}, {'name': 'Baby Cow Films', 'id': 13854}]",2013-07-24,90.0,9800000.0
131,The Good Doctor,6000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,8.278079,,2011-01-01,93.0,5206.0
132,The Endurance: Shackleton's Legendary Antarctic Expedition,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",en,1.079975,"[{'name': 'Discovery Channel Pictures', 'id': 7492}]",2000-09-02,97.0,2452566.0
133,Due Date,65000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,11.73956,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Green Hat Films', 'id': 3527}, {'name': 'Warner Bros.', 'id': 6194}]",2010-11-04,95.0,211780824.0
134,"Run, Fatboy, Run",10000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,11.840495,"[{'name': 'Entertainment Films', 'id': 2245}, {'name': 'Material Entertainment', 'id': 2246}, {'name': 'Beech Hill Films', 'id': 6847}]",2007-09-06,100.0,33000000.0
135,Ten Canoes,2000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,1.372493,"[{'name': 'Fandango', 'id': 2441}, {'name': 'Vertigo Productions', 'id': 2756}, {'name': 'SBS Independent', 'id': 2818}, {'name': 'Adelaide Film Festival', 'id': 2854}]",2006-06-29,90.0,300000.0
136,Cowgirls n' Angels,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,2.490032,,2012-05-25,92.0,120680.0
137,PCU,9000000.0,"[{'id': 35, 'name': 'Comedy'}]",en,8.888278,"[{'name': 'Paul Schiff Productions', 'id': 23596}]",1994-04-29,79.0,4350774.0
138,Frozen,0.0,"[{'id': 53, 'name': 'Thriller'}]",en,10.245682,"[{'name': 'ArieScope Pictures', 'id': 3960}, {'name': 'A Bigger Boat', 'id': 5855}]",2010-02-05,93.0,3065860.0
139,X2,110000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,0.913096,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Bad Hat Harry Productions', 'id': 9168}, {'name': 'Marvel Enterprises', 'id': 19551}, {'name': 'XM2 Productions', 'id': 79026}, {'name': 'XF2 Canada Productions', 'id': 79027}]",2003-04-24,133.0,407711549.0
140,Star!,14320000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",en,0.585397,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Robert Wise Productions', 'id': 6304}]",2068-07-18,176.0,14000000.0
141,Girl with a Pearl Earring,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,7.008512,"[{'name': 'Wild Bear Films', 'id': 1470}, {'name': 'Archer Street Productions', 'id': 1471}, {'name': 'Delux Productions', 'id': 1472}]",2003-08-31,101.0,31466789.0
142,The Bronze,3500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,5.353826,"[{'name': 'Duplass Brothers Productions', 'id': 1974}]",2016-01-22,108.0,615816.0
143,The Informers,18000000.0,"[{'id': 18, 'name': 'Drama'}]",en,6.675032,"[{'name': 'Senator Entertainment Co', 'id': 3319}]",2008-11-05,98.0,382174.0
144,Wait Until Dark,4000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,6.216637,"[{'name': 'Warner Bros.', 'id': 6194}]",2067-10-26,108.0,11000000.0
145,Frank & Lola,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",en,3.805811,"[{'name': 'Killer Films', 'id': 1422}, {'name': 'Parts and Labor', 'id': 6531}, {'name': 'FullDawa Films', 'id': 50500}]",2016-12-09,88.0,9188.0
146,Police Academy 5: Assignment Miami Beach,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,10.278957,"[{'name': 'Warner Bros.', 'id': 6194}]",1988-03-17,90.0,19510371.0
147,Snowpiercer,39200000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",ko,14.131906,"[{'name': 'CJ Entertainment', 'id': 7036}, {'name': 'Opus Pictures', 'id': 7270}, {'name': 'Stillking Films', 'id': 11345}, {'name': 'SnowPiercer', 'id': 21122}, {'name': 'Moho Film', 'id': 34725}]",2013-08-01,126.0,86758912.0
148,Beethoven,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,9.322717,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Northern Lights Entertainment', 'id': 8816}]",1992-04-03,87.0,147214049.0
149,Dark Tide,25000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",en,5.405958,"[{'name': 'Social Capital', 'id': 4636}, {'name': 'Film Afrika Worldwide', 'id': 4792}, {'name': 'Lipsync Productions', 'id': 9987}, {'name': 'Procinvest Sas', 'id': 19369}, {'name': 'Cinedigm', 'id': 20659}, {'name': 'Magnet Media Productions', 'id': 22545}, {'name': 'Magnet Media Group', 'id': 22546}, {'name': 'Mirabelle Pictures', 'id': 39708}, {'name': 'Alliance Cinema', 'id': 44811}]",2012-03-28,113.0,432274.0
150,Windwalker,0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",en,1.178642,"[{'name': 'Windwalker', 'id': 55840}, {'name': 'Santa Fe International', 'id': 55841}]",1980-12-12,108.0,18.0
151,Holy Hell,0.0,"[{'id': 99, 'name': 'Documentary'}]",en,1.279443,"[{'name': 'Whitewater Films', 'id': 3095}, {'name': 'Very Special Projects', 'id': 79436}, {'name': 'WRA Productions', 'id': 80996}]",2016-01-25,100.0,16905.0
152,Paperhouse,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",en,3.520171,,1988-01-01,92.0,241.0
153,The Boy Next Door,4000000.0,"[{'id': 53, 'name': 'Thriller'}]",en,10.200398,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Nuyorican Productions', 'id': 1620}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Smart Entertainment', 'id': 44783}]",2015-01-23,91.0,52425855.0
154,Vigilante,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,2.620456,"[{'name': 'Magnum Motion Pictures Inc..', 'id': 4237}]",1983-01-04,90.0,5091888.0
155,Return to Never Land,20000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,8.759774,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Television Animation', 'id': 3475}, {'name': 'Walt Disney Animation Australia', 'id': 3476}, {'name': 'DisneyToon Studios', 'id': 5391}, {'name': 'Walt Disney Animation Canada', 'id': 12402}]",2002-02-14,72.0,109862682.0
156,Shadowboxing,3500000.0,"[{'id': 28, 'name': 'Action'}]",ru,0.768181,,2005-03-05,126.0,8262833.0
157,American Cyborg: Steel Warrior,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,0.56257,"[{'name': 'Global Pictures', 'id': 1978}]",1994-01-07,94.0,447784.0
158,Get Carter,63600000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,6.047757,"[{'name': 'Franchise Pictures', 'id': 1403}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}, {'name': 'The Canton Company', 'id': 22351}]",2000-10-06,102.0,19412993.0
159,The Quick and the Dead,32000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",en,7.54701,"[{'name': 'TriStar Pictures', 'id': 559}]",1995-02-09,107.0,18552460.0
160,Winter Passing,3500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,4.456904,"[{'name': 'Yari Film Group', 'id': 2448}, {'name': 'Stratus Film Co.', 'id': 11027}]",2006-02-07,98.0,113783.0
161,Casual Sex?,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,1.319188,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Jascat', 'id': 25905}]",1988-04-22,88.0,12277096.0
162,Your Sister's Sister,125000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,10.850569,"[{'name': 'Ada Films', 'id': 1424}]",2011-09-11,90.0,3200000.0
163,Rushmore,9000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,5.997054,"[{'name': 'Touchstone Pictures', 'id': 9195}]",1998-09-17,93.0,17096053.0
164,The Reaping,40000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",en,9.825841,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Eyetronics', 'id': 15763}, {'name': 'Chime Films', 'id': 19965}]",2007-04-05,99.0,62771059.0
165,Ghosts Can't Do It,0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",en,0.836108,,1989-01-01,90.0,25000.0
166,Koyaanisqatsi,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",en,8.802715,"[{'name': 'IRE Productions', 'id': 16644}, {'name': 'Santa Fe Institute for Regional Education', 'id': 16645}]",1982-06-06,87.0,1723872.0
167,The Exorcism of Emily Rose,19000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,10.966015,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Firm Films', 'id': 1838}, {'name': 'Screen Gems', 'id': 3287}]",2005-09-09,122.0,144216468.0
